src_ip,dst_ip,src_port,dst_port,packet_count,byte_count,flow_duration,bytes_per_packet,label
10.0.0.1,10.0.0.4,37013,80,22,1516,3.952390786822901,68.9090909090909,1
10.0.0.3,10.0.0.4,45541,80,18,1544,2.6671143206735453,85.77777777777777,1
10.0.0.2,10.0.0.4,5026,80,32,1481,30.68576992798181,46.28125,1
10.0.0.3,10.0.0.4,30702,80,23,1505,6.5937052398822384,65.43478260869566,1
10.0.0.3,10.0.0.4,42661,80,497,60086,1.4063335602338594,120.897384305835,0
10.0.0.3,10.0.0.4,54893,80,520,59965,0.18203152851300836,115.3173076923077,0
10.0.0.2,10.0.0.4,62069,80,56,499882,12.680323512044994,8926.464285714286,2
10.0.0.2,10.0.0.4,1607,80,14,1501,1.346603339188885,107.21428571428571,1
10.0.0.2,10.0.0.4,48941,80,21,1453,6.480326686202417,69.19047619047619,1
10.0.0.1,10.0.0.4,40356,80,18,1500,1.754750894842754,83.33333333333333,1
10.0.0.2,10.0.0.4,29871,80,29,1562,15.72923953455923,53.86206896551724,1
10.0.0.3,10.0.0.4,45101,80,15,1520,6.080479028800675,101.33333333333333,1
10.0.0.2,10.0.0.4,21545,80,14,1513,1.092831451302226,108.07142857142857,1
10.0.0.1,10.0.0.4,4409,80,24,1481,5.086813092290587,61.708333333333336,1
10.0.0.3,10.0.0.4,20400,80,504,60177,0.130096798045458,119.39880952380952,0
10.0.0.3,10.0.0.4,36852,80,514,60298,0.08012408780131744,117.3112840466926,0
10.0.0.3,10.0.0.4,32440,80,83,499898,13.36472949947602,6022.8674698795185,2
10.0.0.1,10.0.0.4,51541,80,19,1484,1.4354980734227365,78.10526315789474,1
10.0.0.1,10.0.0.4,43577,80,18,1465,1.7412987620223919,81.38888888888889,1
10.0.0.3,10.0.0.4,3638,80,29,1558,5.054836822190531,53.724137931034484,1
10.0.0.1,10.0.0.4,22481,80,17,1487,1.3989426471180988,87.47058823529412,1
10.0.0.3,10.0.0.4,52685,80,23,1517,31.295180004929833,65.95652173913044,1
10.0.0.3,10.0.0.4,45922,80,24,1498,2.2387514265051265,62.416666666666664,1
10.0.0.1,10.0.0.4,45261,80,15,1450,20.76177701394242,96.66666666666667,1
10.0.0.3,10.0.0.4,41587,80,480,60277,0.24660168494825346,125.57708333333333,0
10.0.0.3,10.0.0.4,32352,80,539,59992,0.3095351575420994,111.30241187384044,0
10.0.0.1,10.0.0.4,36137,80,65,499842,0.9363807636832738,7689.876923076923,2
10.0.0.1,10.0.0.4,23227,80,20,1528,3.1705292543042796,76.4,1
10.0.0.1,10.0.0.4,24628,80,15,1495,6.399760255828076,99.66666666666667,1
10.0.0.1,10.0.0.4,22494,80,20,1420,4.6623199999790765,71.0,1
10.0.0.3,10.0.0.4,17546,80,22,1542,0.683844973908937,70.0909090909091,1
10.0.0.3,10.0.0.4,13331,80,21,1473,5.78837611065803,70.14285714285714,1
10.0.0.2,10.0.0.4,58923,80,21,1497,7.587243935751021,71.28571428571429,1
10.0.0.1,10.0.0.4,24240,80,22,1479,4.372625798084064,67.22727272727273,1
10.0.0.3,10.0.0.4,36217,80,493,60363,0.8219648792144891,122.44016227180528,0
10.0.0.3,10.0.0.4,18932,80,531,59931,0.07840509359367687,112.86440677966101,0
10.0.0.2,10.0.0.4,44205,80,82,500270,1.1484081940026465,6100.8536585365855,2
10.0.0.3,10.0.0.4,41682,80,18,1500,8.533240055686983,83.33333333333333,1
10.0.0.2,10.0.0.4,34166,80,28,1566,10.389231065014396,55.92857142857143,1
10.0.0.3,10.0.0.4,30620,80,19,1496,2.476504766541593,78.73684210526316,1
10.0.0.2,10.0.0.4,48571,80,11,1502,5.124164479295972,136.54545454545453,1
10.0.0.1,10.0.0.4,21449,80,14,1588,11.646885638693913,113.42857142857143,1
10.0.0.2,10.0.0.4,48975,80,26,1475,3.6761864662709782,56.73076923076923,1
10.0.0.3,10.0.0.4,40901,80,25,1473,4.332528152087229,58.92,1
10.0.0.3,10.0.0.4,36161,80,498,59798,0.3991476497499755,120.07630522088354,0
10.0.0.3,10.0.0.4,40547,80,500,60038,0.08122694863904738,120.076,0
10.0.0.1,10.0.0.4,25075,80,91,500528,0.6799182696646721,5500.307692307692,2
10.0.0.3,10.0.0.4,41465,80,25,1526,1.9394773703827963,61.04,1
10.0.0.3,10.0.0.4,64644,80,17,1495,1.264070655391176,87.94117647058823,1
10.0.0.3,10.0.0.4,43751,80,17,1582,1.0589060721450816,93.05882352941177,1
10.0.0.2,10.0.0.4,55921,80,25,1516,3.640814641918737,60.64,1
10.0.0.3,10.0.0.4,23610,80,24,1444,3.1507670456551837,60.166666666666664,1
10.0.0.2,10.0.0.4,5892,80,15,1492,0.556743742881521,99.46666666666667,1
10.0.0.3,10.0.0.4,11285,80,23,1568,0.5670307779996002,68.17391304347827,1
10.0.0.3,10.0.0.4,2306,80,497,59899,0.6722618694128378,120.52112676056338,0
10.0.0.3,10.0.0.4,30863,80,472,60137,0.5617360660030851,127.40889830508475,0
10.0.0.3,10.0.0.4,8335,80,87,501072,19.67658102568785,5759.448275862069,2
10.0.0.2,10.0.0.4,14264,80,16,1499,1.43716794193179,93.6875,1
10.0.0.3,10.0.0.4,18305,80,25,1478,2.38521009679525,59.12,1
10.0.0.3,10.0.0.4,51855,80,32,1492,12.147763163379974,46.625,1
10.0.0.2,10.0.0.4,14787,80,22,1570,0.704504941697852,71.36363636363636,1
10.0.0.2,10.0.0.4,41761,80,19,1494,4.653840966324064,78.63157894736842,1
10.0.0.3,10.0.0.4,56901,80,20,1469,5.561401253528409,73.45,1
10.0.0.2,10.0.0.4,56485,80,29,1487,3.99337996646112,51.275862068965516,1
10.0.0.3,10.0.0.4,57286,80,485,59722,0.021269844307549902,123.1381443298969,0
10.0.0.3,10.0.0.4,46561,80,484,60310,0.5022641077321927,124.60743801652893,0
10.0.0.3,10.0.0.4,29275,80,82,500249,1.2808151037502888,6100.59756097561,2
10.0.0.3,10.0.0.4,31750,80,23,1600,0.4672876625863024,69.56521739130434,1
10.0.0.1,10.0.0.4,36892,80,16,1529,0.7344175089447866,95.5625,1
10.0.0.2,10.0.0.4,31697,80,28,1544,1.8198717352111573,55.142857142857146,1
10.0.0.3,10.0.0.4,21370,80,19,1506,0.09726998053299532,79.26315789473684,1
10.0.0.2,10.0.0.4,63910,80,22,1424,5.140203731221714,64.72727272727273,1
10.0.0.3,10.0.0.4,7330,80,18,1538,3.511136948736456,85.44444444444444,1
10.0.0.2,10.0.0.4,38905,80,13,1478,10.73719601986626,113.6923076923077,1
10.0.0.3,10.0.0.4,11309,80,520,59740,0.6840847266381932,114.88461538461539,0
10.0.0.3,10.0.0.4,19043,80,499,59907,0.21469285813504602,120.05410821643287,0
10.0.0.1,10.0.0.4,2679,80,94,500776,14.324759827704865,5327.404255319149,2
10.0.0.2,10.0.0.4,64465,80,22,1535,1.1502328239087083,69.77272727272727,1
10.0.0.1,10.0.0.4,24952,80,17,1534,22.02291973481726,90.23529411764706,1
10.0.0.1,10.0.0.4,8855,80,18,1461,11.394095479573336,81.16666666666667,1
10.0.0.2,10.0.0.4,64582,80,20,1538,0.35889868130235975,76.9,1
10.0.0.1,10.0.0.4,64553,80,16,1452,3.3414172894483016,90.75,1
10.0.0.1,10.0.0.4,45087,80,19,1493,0.48123322201674873,78.57894736842105,1
10.0.0.2,10.0.0.4,52071,80,23,1482,2.813595918476936,64.43478260869566,1
10.0.0.3,10.0.0.4,23533,80,476,60293,0.6610503685096961,126.66596638655462,0
10.0.0.3,10.0.0.4,36990,80,490,60086,1.1543225598500617,122.62448979591836,0
10.0.0.1,10.0.0.4,18551,80,89,499308,14.291872616721793,5610.202247191011,2
10.0.0.1,10.0.0.4,9985,80,19,1534,7.0415779924419875,80.73684210526316,1
10.0.0.2,10.0.0.4,62796,80,12,1410,11.383188825938074,117.5,1
10.0.0.2,10.0.0.4,50878,80,33,1520,28.78083239096234,46.06060606060606,1
10.0.0.2,10.0.0.4,56771,80,11,1476,2.428315413340238,134.1818181818182,1
10.0.0.1,10.0.0.4,44900,80,19,1459,1.3876075996773727,76.78947368421052,1
10.0.0.1,10.0.0.4,8150,80,12,1423,8.633669324586508,118.58333333333333,1
10.0.0.3,10.0.0.4,45901,80,20,1515,2.4584194404656117,75.75,1
10.0.0.3,10.0.0.4,42634,80,533,60345,0.19369304563440096,113.21763602251407,0
10.0.0.3,10.0.0.4,38942,80,516,59845,0.06831984377317318,115.97868217054264,0
10.0.0.3,10.0.0.4,8008,80,75,499729,6.84530160070127,6663.053333333333,2
10.0.0.1,10.0.0.4,31067,80,16,1559,1.138241854170975,97.4375,1
10.0.0.1,10.0.0.4,47641,80,19,1506,3.8167303244102606,79.26315789473684,1
10.0.0.3,10.0.0.4,51262,80,16,1495,1.6997415139698542,93.4375,1
10.0.0.1,10.0.0.4,6453,80,18,1547,7.837751900572936,85.94444444444444,1
10.0.0.1,10.0.0.4,8768,80,17,1492,0.19721360512603925,87.76470588235294,1
10.0.0.2,10.0.0.4,37520,80,18,1459,5.968932496471494,81.05555555555556,1
10.0.0.3,10.0.0.4,48715,80,21,1589,3.642163892685942,75.66666666666667,1
10.0.0.3,10.0.0.4,27581,80,491,59762,0.23311977843413073,121.71486761710794,0
10.0.0.3,10.0.0.4,23691,80,466,60055,0.1533849734020584,128.87339055793993,0
10.0.0.3,10.0.0.4,11895,80,90,500336,2.873996182027053,5559.288888888889,2
10.0.0.1,10.0.0.4,37425,80,31,1514,7.283924308915861,48.83870967741935,1
10.0.0.2,10.0.0.4,1145,80,24,1489,1.0605448597286047,62.041666666666664,1
10.0.0.2,10.0.0.4,13832,80,14,1512,4.61549354932817,108.0,1
10.0.0.2,10.0.0.4,27027,80,19,1448,2.8994376321038935,76.21052631578948,1
10.0.0.3,10.0.0.4,3597,80,22,1482,9.580257648946978,67.36363636363636,1
10.0.0.3,10.0.0.4,25135,80,17,1434,2.6704788042065837,84.3529411764706,1
10.0.0.2,10.0.0.4,1930,80,18,1447,1.0049890246578226,80.38888888888889,1
10.0.0.3,10.0.0.4,36695,80,457,60222,0.6658651335480742,131.77680525164115,0
10.0.0.3,10.0.0.4,2189,80,502,60190,2.0620038339819624,119.9003984063745,0
10.0.0.3,10.0.0.4,40445,80,67,500223,3.095364684913938,7466.014925373134,2
10.0.0.1,10.0.0.4,58206,80,27,1476,3.083669279090805,54.666666666666664,1
10.0.0.2,10.0.0.4,38296,80,23,1582,0.5966449726647511,68.78260869565217,1
10.0.0.3,10.0.0.4,3269,80,15,1460,9.002406529286644,97.33333333333333,1
10.0.0.1,10.0.0.4,29239,80,12,1427,3.981557006021278,118.91666666666667,1
10.0.0.2,10.0.0.4,11789,80,25,1512,1.5036024446653924,60.48,1
10.0.0.1,10.0.0.4,30083,80,29,1471,2.634528511621903,50.724137931034484,1
10.0.0.1,10.0.0.4,60438,80,24,1429,4.00233333519503,59.541666666666664,1
10.0.0.3,10.0.0.4,32077,80,488,59475,0.3037047102422992,121.875,0
10.0.0.3,10.0.0.4,9551,80,529,60146,0.1978885596350715,113.69754253308129,0
10.0.0.1,10.0.0.4,22548,80,67,499218,7.096802878823115,7451.014925373134,2
10.0.0.1,10.0.0.4,31188,80,26,1503,6.9264008195489355,57.80769230769231,1
10.0.0.3,10.0.0.4,6465,80,25,1483,0.13391294280884022,59.32,1
10.0.0.3,10.0.0.4,33504,80,26,1521,0.009178892991498303,58.5,1
10.0.0.3,10.0.0.4,26097,80,21,1479,5.094827279094226,70.42857142857143,1
10.0.0.2,10.0.0.4,53722,80,13,1561,3.7596282856358076,120.07692307692308,1
10.0.0.2,10.0.0.4,36796,80,25,1479,0.5372499305621998,59.16,1
10.0.0.1,10.0.0.4,2327,80,27,1538,0.5064289359871175,56.96296296296296,1
10.0.0.3,10.0.0.4,2587,80,518,60117,0.22311125428644246,116.05598455598455,0
10.0.0.3,10.0.0.4,23426,80,507,60231,0.8939738949299532,118.79881656804734,0
10.0.0.1,10.0.0.4,3666,80,79,499821,12.705764774440029,6326.848101265823,2
10.0.0.3,10.0.0.4,51733,80,10,1541,4.0719477964299156,154.1,1
10.0.0.2,10.0.0.4,54883,80,24,1495,1.1808738297103276,62.291666666666664,1
10.0.0.1,10.0.0.4,37206,80,30,1491,3.1914976117633143,49.7,1
10.0.0.1,10.0.0.4,28166,80,20,1478,0.6721070510829807,73.9,1
10.0.0.3,10.0.0.4,51877,80,29,1523,1.271653638861947,52.51724137931034,1
10.0.0.3,10.0.0.4,35726,80,14,1459,5.607712578662833,104.21428571428571,1
10.0.0.3,10.0.0.4,52301,80,12,1542,2.977848281399251,128.5,1
10.0.0.3,10.0.0.4,15784,80,552,60108,0.17463261793291812,108.8913043478261,0
10.0.0.3,10.0.0.4,55522,80,487,60741,0.04678880101845961,124.72484599589322,0
10.0.0.2,10.0.0.4,41657,80,66,499060,6.431759956295849,7561.515151515152,2
10.0.0.1,10.0.0.4,56181,80,24,1471,2.226425796624371,61.291666666666664,1
10.0.0.2,10.0.0.4,5309,80,23,1489,19.005575330240887,64.73913043478261,1
10.0.0.3,10.0.0.4,1439,80,17,1430,5.428578919157044,84.11764705882354,1
10.0.0.2,10.0.0.4,46331,80,21,1521,2.1651879785947954,72.42857142857143,1
10.0.0.1,10.0.0.4,50365,80,15,1531,3.0125566930546817,102.06666666666666,1
10.0.0.1,10.0.0.4,15609,80,21,1453,2.936096256083671,69.19047619047619,1
10.0.0.3,10.0.0.4,22750,80,27,1503,2.2888473428327107,55.666666666666664,1
10.0.0.3,10.0.0.4,7406,80,487,60275,1.2199385860677547,123.76796714579055,0
10.0.0.3,10.0.0.4,3937,80,539,59981,0.007851645798680595,111.28200371057514,0
10.0.0.1,10.0.0.4,11200,80,73,500613,1.1734648885413186,6857.712328767123,2
10.0.0.1,10.0.0.4,11023,80,18,1498,2.287811579221656,83.22222222222223,1
10.0.0.3,10.0.0.4,58286,80,16,1428,4.259718505580906,89.25,1
10.0.0.2,10.0.0.4,48582,80,20,1498,4.5610271558535604,74.9,1
10.0.0.2,10.0.0.4,4806,80,21,1507,2.3349321422476823,71.76190476190476,1
10.0.0.1,10.0.0.4,44670,80,24,1487,5.961936921079904,61.958333333333336,1
10.0.0.3,10.0.0.4,53385,80,18,1560,1.3147422564377973,86.66666666666667,1
10.0.0.1,10.0.0.4,33152,80,18,1514,3.2372221898523335,84.11111111111111,1
10.0.0.3,10.0.0.4,48611,80,474,60178,0.8786566609614046,126.957805907173,0
10.0.0.3,10.0.0.4,56873,80,513,60167,0.24972219531171336,117.28460038986354,0
10.0.0.3,10.0.0.4,35091,80,91,500188,6.773168135344368,5496.571428571428,2
10.0.0.3,10.0.0.4,36623,80,22,1471,0.8986183368103025,66.86363636363636,1
10.0.0.2,10.0.0.4,45530,80,17,1521,1.8173045247609703,89.47058823529412,1
10.0.0.3,10.0.0.4,42788,80,21,1436,3.1689769708267423,68.38095238095238,1
10.0.0.2,10.0.0.4,28756,80,15,1542,2.762952802449743,102.8,1
10.0.0.2,10.0.0.4,32409,80,24,1448,0.8317271523062844,60.333333333333336,1
10.0.0.1,10.0.0.4,4350,80,14,1402,1.4011540801078821,100.14285714285714,1
10.0.0.1,10.0.0.4,61233,80,17,1521,10.038035383760084,89.47058823529412,1
10.0.0.3,10.0.0.4,53379,80,472,60252,0.23657527685290497,127.65254237288136,0
10.0.0.3,10.0.0.4,3535,80,496,59789,0.06391307629848712,120.54233870967742,0
10.0.0.1,10.0.0.4,10837,80,84,499775,24.11444078006857,5949.702380952381,2
10.0.0.2,10.0.0.4,30092,80,18,1504,6.264298469349001,83.55555555555556,1
10.0.0.3,10.0.0.4,55362,80,15,1473,1.818980059180928,98.2,1
10.0.0.3,10.0.0.4,32015,80,23,1422,1.1958479859259568,61.82608695652174,1
10.0.0.2,10.0.0.4,36182,80,17,1451,6.073422682277663,85.3529411764706,1
10.0.0.3,10.0.0.4,63222,80,23,1523,9.085330857333574,66.21739130434783,1
10.0.0.3,10.0.0.4,31152,80,13,1512,15.5920361093561,116.3076923076923,1
10.0.0.3,10.0.0.4,60456,80,20,1495,9.79003670561681,74.75,1
10.0.0.3,10.0.0.4,14874,80,463,59715,0.03597342706931223,128.97408207343412,0
10.0.0.3,10.0.0.4,34356,80,504,59943,0.03521918805997764,118.93452380952381,0
10.0.0.3,10.0.0.4,12603,80,75,500733,1.9155310094668014,6676.44,2
10.0.0.3,10.0.0.4,56529,80,23,1533,2.950605404338618,66.65217391304348,1
10.0.0.2,10.0.0.4,55793,80,21,1511,2.4752858163491136,71.95238095238095,1
10.0.0.1,10.0.0.4,1477,80,27,1469,1.410014407604354,54.407407407407405,1
10.0.0.2,10.0.0.4,3775,80,23,1476,5.1032834582529905,64.17391304347827,1
10.0.0.2,10.0.0.4,1909,80,18,1498,4.513084464857189,83.22222222222223,1
10.0.0.1,10.0.0.4,44830,80,31,1464,5.783680802378223,47.225806451612904,1
10.0.0.3,10.0.0.4,60948,80,20,1513,0.9788889324968768,75.65,1
10.0.0.3,10.0.0.4,59605,80,483,59965,3.4532728957637624,124.1511387163561,0
10.0.0.3,10.0.0.4,9240,80,526,60250,0.6136556353503365,114.54372623574145,0
10.0.0.1,10.0.0.4,14022,80,82,500046,22.92028180147426,6098.121951219512,2
10.0.0.3,10.0.0.4,38544,80,20,1496,7.253212024123693,74.8,1
10.0.0.2,10.0.0.4,49550,80,12,1452,6.294693920027765,121.0,1
10.0.0.1,10.0.0.4,64886,80,26,1530,6.229018993759446,58.84615384615385,1
10.0.0.1,10.0.0.4,37654,80,22,1572,4.477246620319947,71.45454545454545,1
10.0.0.1,10.0.0.4,57248,80,23,1442,11.853630249140695,62.69565217391305,1
10.0.0.2,10.0.0.4,12307,80,23,1477,6.211589595402325,64.21739130434783,1
10.0.0.3,10.0.0.4,36094,80,21,1506,0.2848315750283726,71.71428571428571,1
10.0.0.3,10.0.0.4,35086,80,495,60128,0.1390477866228633,121.47070707070706,0
10.0.0.3,10.0.0.4,24435,80,489,60210,0.30942660797612953,123.12883435582822,0
10.0.0.2,10.0.0.4,3312,80,62,500774,9.563292257516702,8077.0,2
10.0.0.3,10.0.0.4,2807,80,20,1457,18.88591163531874,72.85,1
10.0.0.2,10.0.0.4,55069,80,22,1532,20.096336657086784,69.63636363636364,1
10.0.0.2,10.0.0.4,43274,80,20,1473,9.284558488502746,73.65,1
10.0.0.2,10.0.0.4,50202,80,17,1472,10.490292857335318,86.58823529411765,1
10.0.0.1,10.0.0.4,53520,80,22,1519,8.812853826146254,69.04545454545455,1
10.0.0.3,10.0.0.4,12037,80,18,1538,0.2531160066161202,85.44444444444444,1
10.0.0.1,10.0.0.4,3610,80,19,1513,6.921841139517903,79.63157894736842,1
10.0.0.3,10.0.0.4,62525,80,524,60275,1.086911200794512,115.02862595419847,0
10.0.0.3,10.0.0.4,57127,80,508,59908,0.7043860874390193,117.92913385826772,0
10.0.0.3,10.0.0.4,60241,80,81,499597,1.1768448831615446,6167.864197530864,2
10.0.0.2,10.0.0.4,31257,80,19,1463,3.433304629858208,77.0,1
10.0.0.3,10.0.0.4,22804,80,16,1566,1.682334042855215,97.875,1
10.0.0.2,10.0.0.4,31145,80,18,1467,0.7897851238035136,81.5,1
10.0.0.1,10.0.0.4,28290,80,18,1493,16.453113135221354,82.94444444444444,1
10.0.0.1,10.0.0.4,9285,80,18,1493,0.2280256494885548,82.94444444444444,1
10.0.0.2,10.0.0.4,39663,80,14,1525,2.604169047873386,108.92857142857143,1
10.0.0.1,10.0.0.4,30206,80,19,1542,2.1658870038902327,81.15789473684211,1
10.0.0.3,10.0.0.4,7629,80,474,60079,0.3946726357596133,126.74894514767932,0
10.0.0.3,10.0.0.4,36124,80,503,60057,0.1053351725884708,119.3976143141153,0
10.0.0.3,10.0.0.4,8730,80,88,500710,2.394789340136598,5689.886363636364,2
10.0.0.3,10.0.0.4,55131,80,14,1516,4.056106371904982,108.28571428571429,1
10.0.0.1,10.0.0.4,59333,80,26,1513,6.494221217361358,58.19230769230769,1
10.0.0.3,10.0.0.4,59928,80,19,1537,13.069618588090124,80.89473684210526,1
10.0.0.1,10.0.0.4,56311,80,24,1498,1.932569477070154,62.416666666666664,1
10.0.0.3,10.0.0.4,18398,80,23,1442,2.4354826484105647,62.69565217391305,1
10.0.0.3,10.0.0.4,8467,80,11,1484,3.555591945052425,134.9090909090909,1
10.0.0.1,10.0.0.4,58139,80,18,1523,4.564408237860881,84.61111111111111,1
10.0.0.3,10.0.0.4,63682,80,521,60206,0.4975012684253993,115.55854126679462,0
10.0.0.3,10.0.0.4,64380,80,503,59759,1.084023706027859,118.8051689860835,0
10.0.0.1,10.0.0.4,48021,80,79,500894,2.4888157087830574,6340.430379746836,2
10.0.0.2,10.0.0.4,46215,80,20,1524,0.4308234216446922,76.2,1
10.0.0.3,10.0.0.4,44106,80,17,1542,0.574325107329882,90.70588235294117,1
10.0.0.3,10.0.0.4,17303,80,22,1511,0.4231074204455021,68.68181818181819,1
10.0.0.1,10.0.0.4,9349,80,22,1560,29.681614844301922,70.9090909090909,1
10.0.0.2,10.0.0.4,9906,80,31,1418,0.9179301913161753,45.74193548387097,1
10.0.0.2,10.0.0.4,9097,80,17,1514,5.431858824721578,89.05882352941177,1
10.0.0.1,10.0.0.4,47468,80,30,1446,2.8440957844474157,48.2,1
10.0.0.3,10.0.0.4,14774,80,505,60071,0.13937260547820496,118.95247524752476,0
10.0.0.3,10.0.0.4,57107,80,469,59931,0.014630325415504488,127.78464818763327,0
10.0.0.3,10.0.0.4,44578,80,84,499070,1.3988883186489371,5941.309523809524,2
10.0.0.2,10.0.0.4,25698,80,9,1465,6.084819205526633,162.77777777777777,1
10.0.0.3,10.0.0.4,63809,80,19,1435,1.724353485936838,75.52631578947368,1
10.0.0.1,10.0.0.4,43067,80,23,1600,7.145297117205321,69.56521739130434,1
10.0.0.1,10.0.0.4,42664,80,18,1482,3.225631753155845,82.33333333333333,1
10.0.0.1,10.0.0.4,65531,80,23,1560,8.151103094197726,67.82608695652173,1
10.0.0.3,10.0.0.4,55678,80,19,1466,1.1451973127765998,77.15789473684211,1
10.0.0.1,10.0.0.4,5736,80,17,1488,0.5746298753561905,87.52941176470588,1
10.0.0.3,10.0.0.4,36723,80,486,59902,0.27350615595382766,123.2551440329218,0
10.0.0.3,10.0.0.4,33038,80,496,60400,1.6275479458570619,121.7741935483871,0
10.0.0.3,10.0.0.4,63881,80,76,499710,3.7137932518117016,6575.131578947368,2
10.0.0.2,10.0.0.4,33768,80,19,1510,1.1029417964589319,79.47368421052632,1
10.0.0.3,10.0.0.4,17164,80,15,1515,1.8795129771636685,101.0,1
10.0.0.1,10.0.0.4,28446,80,22,1510,0.5893265208137728,68.63636363636364,1
10.0.0.1,10.0.0.4,45345,80,17,1487,4.555853081865437,87.47058823529412,1
10.0.0.3,10.0.0.4,37047,80,14,1538,3.7259285321642084,109.85714285714286,1
10.0.0.3,10.0.0.4,63610,80,23,1524,1.8975778450407288,66.26086956521739,1
10.0.0.2,10.0.0.4,24163,80,17,1521,15.290509624594273,89.47058823529412,1
10.0.0.3,10.0.0.4,20724,80,453,59627,0.29362988125439626,131.6269315673289,0
10.0.0.3,10.0.0.4,53106,80,460,60024,0.012716953391816778,130.48695652173913,0
10.0.0.3,10.0.0.4,2478,80,74,499862,4.690209650359607,6754.891891891892,2
10.0.0.3,10.0.0.4,28553,80,27,1547,14.756182879614968,57.2962962962963,1
10.0.0.3,10.0.0.4,64690,80,21,1468,4.8305903502576495,69.9047619047619,1
10.0.0.2,10.0.0.4,9773,80,28,1503,3.584023414892263,53.67857142857143,1
10.0.0.3,10.0.0.4,9633,80,15,1530,6.1302455507244265,102.0,1
10.0.0.1,10.0.0.4,62125,80,22,1519,2.420767721707512,69.04545454545455,1
10.0.0.2,10.0.0.4,13133,80,20,1497,2.015664487159806,74.85,1
10.0.0.1,10.0.0.4,16840,80,22,1411,2.019752697864064,64.13636363636364,1
10.0.0.3,10.0.0.4,20620,80,499,59701,0.2974464667362292,119.64128256513025,0
10.0.0.3,10.0.0.4,12896,80,517,59502,1.4424109324968108,115.0909090909091,0
10.0.0.2,10.0.0.4,43712,80,88,499870,11.40411914582122,5680.340909090909,2
10.0.0.2,10.0.0.4,46698,80,31,1457,9.265424868350316,47.0,1
10.0.0.3,10.0.0.4,6516,80,14,1442,3.036516291719429,103.0,1
10.0.0.2,10.0.0.4,35246,80,21,1451,5.373351189094096,69.0952380952381,1
10.0.0.1,10.0.0.4,17602,80,23,1550,5.458214692028978,67.3913043478261,1
10.0.0.2,10.0.0.4,47518,80,10,1497,2.417589375484649,149.7,1
10.0.0.1,10.0.0.4,27215,80,19,1449,3.3186424228352953,76.26315789473684,1
10.0.0.1,10.0.0.4,8853,80,14,1528,7.066035689151517,109.14285714285714,1
10.0.0.3,10.0.0.4,46168,80,511,60074,0.38410061265055834,117.56164383561644,0
10.0.0.3,10.0.0.4,11777,80,516,60024,1.582267796268971,116.32558139534883,0
10.0.0.1,10.0.0.4,28460,80,85,499579,0.5703369852123723,5877.4,2
10.0.0.2,10.0.0.4,63205,80,22,1501,2.165193370979602,68.22727272727273,1
10.0.0.2,10.0.0.4,57411,80,31,1460,0.26596743526366257,47.096774193548384,1
10.0.0.3,10.0.0.4,4819,80,17,1561,3.1919271363119623,91.82352941176471,1
10.0.0.3,10.0.0.4,16396,80,17,1479,24.52337874116496,87.0,1
